"x_fb","z_fbU","z_fbL","w_fb","x_sb","z_sbU","z_sbL","w_sb","x_sb2","z_sbU2","z_sbL2","w_sb2"
0.009068,0.018136,-0.018136,0.036272,0.992946,0.0163224,-0.0108816,0.0163224,1.491686,0.0054408,-0.0163224,0.0217632
0.072544,0.0755666666666667,-0.0755666666666667,0.114861333333333,1.024684,0.036272,-0.0290176,0.054408,1.532492,0.0308312,-0.0308312,0.0525944
0.13602,0.128463333333333,-0.128463333333333,0.187405333333333,1.06549,0.0435264,-0.0435264,0.0852392,1.559696,0.0471536,-0.0380856,0.0761712
0.258438,0.169269333333333,-0.169269333333333,0.244836,1.106296,0.0435264,-0.0525944,0.1015616,1.60957,0.054408,-0.0398992,0.0852392
0.380856,0.205541333333333,-0.205541333333333,0.290176,1.15617,0.036272,-0.0616624,0.108816,1.668512,0.054408,-0.0380856,0.0943072
0.489672,0.232745333333333,-0.232745333333333,0.314357333333333,1.210578,0.0344584,-0.0652896,0.099748,1.72292,0.054408,-0.0398992,0.0924936
0.61209,0.256926666666667,-0.256926666666667,0.326448,1.26952,0.0326448,-0.063476,0.0979344,1.76826,0.054408,-0.0435264,0.099748
0.734508,0.282619333333333,-0.282619333333333,0.344584,1.328462,0.0380856,-0.0598488,0.0888664,1.831736,0.0525944,-0.0525944,0.1070024
0.852392,0.299244,-0.299244,0.368765333333333,1.378336,0.0344584,-0.04534,0.0852392,1.899746,0.04534,-0.0671032,0.1160704
0.970276,0.314357333333333,-0.314357333333333,0.389924,1.441812,0.0235768,-0.027204,0.054408,1.931484,0.0344584,-0.0834256,0.1160704
1.097228,0.321914,-0.321914,0.395969333333333,1.45088,0,-0.0054408,0.0108816,1.990426,0.0253904,-0.0961208,0.1106296
1.219646,0.327959333333333,-0.327959333333333,0.392946666666667,,,,,2.049368,0.0126952,-0.108816,0.1051888
1.332996,0.326448,-0.326448,0.386901333333333,,,,,2.10831,-0.0072544,-0.1196976,0.1033752
1.459948,0.326448,-0.326448,0.383878666666667,,,,,2.15365,-0.0435264,-0.1251384,0.09068
1.56423,0.323425333333333,-0.323425333333333,0.386901333333333,,,,,2.203524,-0.0761712,-0.1215112,0.0616624
1.70025,0.31738,-0.31738,0.392946666666667,,,,,2.212592,-0.1033752,-0.1142568,0.0108816
1.827202,0.312846,-0.312846,0.398992,,,,,,,,
1.922416,0.309823333333333,-0.309823333333333,0.389924,,,,,,,,
2.072038,0.306800666666667,-0.306800666666667,0.377833333333333,,,,,,,,
2.17632,0.290176,-0.290176,0.356674666666667,,,,,,,,
2.28967,0.27204,-0.27204,0.335516,,,,,,,,
2.412088,0.252392666666667,-0.252392666666667,0.323425333333333,,,,,,,,
2.525438,0.238790666666667,-0.238790666666667,0.311334666666667,,,,,,,,
2.670526,0.222166,-0.222166,0.308312,,,,,,,,
2.774808,0.20403,-0.20403,0.284130666666667,,,,,,,,
2.888158,0.182871333333333,-0.182871333333333,0.265994666666667,,,,,,,,
3.010576,0.161712666666667,-0.161712666666667,0.244836,,,,,,,,
3.137528,0.149622,-0.149622,0.235768,,,,,,,,
3.246344,0.145088,-0.145088,0.217632,,,,,,,,
3.368762,0.142065333333333,-0.142065333333333,0.199496,,,,,,,,
3.49118,0.134508666666667,-0.134508666666667,0.157178666666667,,,,,,,,
3.563724,0.095214,-0.095214,0.111838666666667,,,,,,,,
3.599996,0.0559193333333333,-0.0559193333333333,0.054408,,,,,,,,
3.618132,0.013602,-0.013602,0.009068,,,,,,,,
