"x_fb","z_fbU","z_fbL","w_fb","x_sb","z_sbU","z_sbL","w_sb","x_sb2","z_sbU2","z_sbL2","w_sb2"
0.006505,0.0097575,-0.0097575,0.045535,0.878175,-0.007806,-0.027321,0.015612,1.359545,-0.035127,-0.050739,0.015612
0.0552925,0.0737233333333333,-0.0737233333333333,0.145278333333333,0.89769,0.011709,-0.048137,0.054642,1.385565,-0.019515,-0.067652,0.046836
0.1203425,0.125763333333333,-0.125763333333333,0.238516666666667,0.92371,0.02602,-0.06505,0.079361,1.424595,-0.007806,-0.081963,0.068953
0.214665,0.157204166666667,-0.157204166666667,0.307903333333333,0.9659925,0.029923,-0.079361,0.092371,1.4668775,-0.003903,-0.088468,0.080662
0.31224,0.186476666666667,-0.186476666666667,0.353438333333333,1.0180325,0.027321,-0.088468,0.096274,1.5124125,-0.002602,-0.088468,0.084565
0.409815,0.207075833333333,-0.207075833333333,0.379458333333333,1.060315,0.023418,-0.097575,0.096274,1.554695,-0.005204,-0.087167,0.087167
0.50739,0.2244225,-0.2244225,0.3903,1.1025975,0.022117,-0.10408,0.094973,1.6034825,-0.007806,-0.093672,0.087167
0.6082175,0.240685,-0.240685,0.407646666666667,1.1481325,0.018214,-0.110585,0.093672,1.65227,-0.01301,-0.100177,0.089769
0.709045,0.253695,-0.253695,0.427161666666667,1.1936675,0.011709,-0.113187,0.093672,1.697805,-0.022117,-0.110585,0.088468
0.8163775,0.267789166666667,-0.267789166666667,0.446676666666667,1.2392025,0.001301,-0.110585,0.085866,1.7400875,-0.031224,-0.122294,0.084565
0.9107,0.271041666666667,-0.271041666666667,0.457518333333333,1.281485,-0.015612,-0.092371,0.058545,1.7856225,-0.045535,-0.132702,0.081963
1.0050225,0.271041666666667,-0.271041666666667,0.457518333333333,1.3107575,-0.042933,-0.062448,0.007806,1.8246525,-0.059846,-0.14311,0.080662
1.099345,0.268873333333333,-0.268873333333333,0.461855,,,,,1.87344,-0.080662,-0.149615,0.075458
1.20993,0.271041666666667,-0.271041666666667,0.461855,,,,,1.918975,-0.100177,-0.153518,0.06505
1.294495,0.278630833333333,-0.278630833333333,0.466191666666667,,,,,1.96451,-0.11709,-0.148314,0.040331
1.398575,0.280799166666667,-0.280799166666667,0.466191666666667,,,,,1.97752,-0.128799,-0.136605,0.007806
1.502655,0.279715,-0.279715,0.464023333333333,,,,,,,,
1.60023,0.274294166666667,-0.274294166666667,0.451013333333333,,,,,,,,
1.6913,0.268873333333333,-0.268873333333333,0.431498333333333,,,,,,,,
1.7856225,0.2634525,-0.2634525,0.411983333333333,,,,,,,,
1.9027125,0.249358333333333,-0.249358333333333,0.394636666666667,,,,,,,,
1.97752,0.23418,-0.23418,0.37729,,,,,,,,
2.0913575,0.214665,-0.214665,0.359943333333333,,,,,,,,
2.18568,0.200570833333333,-0.200570833333333,0.336091666666667,,,,,,,,
2.27675,0.183224166666667,-0.183224166666667,0.316576666666667,,,,,,,,
2.3775775,0.171298333333333,-0.171298333333333,0.297061666666667,,,,,,,,
2.4686475,0.15612,-0.15612,0.277546666666667,,,,,,,,
2.5792325,0.1463625,-0.1463625,0.253695,,,,,,,,
2.6703025,0.132268333333333,-0.132268333333333,0.23418,,,,,,,,
2.7743825,0.123595,-0.123595,0.214665,,,,,,,,
2.8654525,0.118174166666667,-0.118174166666667,0.201655,,,,,,,,
2.9695325,0.101911666666667,-0.101911666666667,0.171298333333333,,,,,,,,
3.0475925,0.0683025,-0.0683025,0.119258333333333,,,,,,,,
3.076865,0.0162625,-0.0162625,0.03903,,,,,,,,
