"x_fb","z_fbU","z_fbL","w_fb","x_sb","z_sbU","z_sbL","w_sb","x_sb2","z_sbU2","z_sbL2","w_sb2"
0.009314,0.018628,-0.018628,0.018628,1.299303,-0.0670608,-0.0894144,0.0167652,1.876771,-0.083826,-0.111768,0.0335304
0.051227,0.0729596666666667,-0.0729596666666667,0.114872666666667,1.331902,-0.0502956,-0.121082,0.065198,1.914027,-0.0540212,-0.1322588,0.0856888
0.116425,0.130396,-0.130396,0.204908,1.355187,-0.0409816,-0.1415728,0.1005912,1.969911,-0.0335304,-0.1415728,0.1192192
0.237507,0.178518333333333,-0.178518333333333,0.273210666666667,1.406414,-0.0409816,-0.1527496,0.1173564,2.025795,-0.0260792,-0.1471612,0.1229448
0.363246,0.221983666666667,-0.221983666666667,0.344618,1.462298,-0.0428444,-0.1620636,0.1248076,2.086336,-0.0242164,-0.1452984,0.1266704
0.488985,0.254582666666667,-0.254582666666667,0.381874,1.513525,-0.0428444,-0.1695148,0.130396,2.14222,-0.027942,-0.1471612,0.1229448
0.610067,0.282524666666667,-0.282524666666667,0.409816,1.578723,-0.0428444,-0.176966,0.1229448,2.198104,-0.0298048,-0.1452984,0.1248076
0.726492,0.310466666666667,-0.310466666666667,0.425339333333333,1.62995,-0.0409816,-0.1806916,0.1173564,2.253988,-0.0316676,-0.1452984,0.1285332
0.847574,0.333751666666667,-0.333751666666667,0.440862666666667,1.690491,-0.0409816,-0.1788288,0.1099052,2.309872,-0.0316676,-0.1471612,0.1341216
0.959342,0.357036666666667,-0.357036666666667,0.456386,1.741718,-0.0428444,-0.1657892,0.0987284,2.370413,-0.0353932,-0.1527496,0.1322588
1.099052,0.380321666666667,-0.380321666666667,0.456386,1.802259,-0.0577468,-0.13971,0.065198,2.42164,-0.037256,-0.1620636,0.1266704
1.215477,0.394292666666667,-0.394292666666667,0.471909333333333,1.825544,-0.083826,-0.1061796,0.0111768,2.463553,-0.0428444,-0.1732404,0.1192192
1.341216,0.403606666666667,-0.403606666666667,0.475014,,,,,2.528751,-0.0502956,-0.18628,0.1173564
1.452984,0.408263666666667,-0.408263666666667,0.481223333333333,,,,,2.575321,-0.0633352,-0.195594,0.1173564
1.578723,0.414473,-0.414473,0.4657,,,,,2.640519,-0.0819632,-0.2067708,0.111768
1.704462,0.417577666666667,-0.417577666666667,0.468804666666667,,,,,2.691746,-0.102454,-0.2123592,0.102454
1.830201,0.416025333333333,-0.416025333333333,0.468804666666667,,,,,2.74763,-0.1285332,-0.2198104,0.0782376
1.951283,0.416025333333333,-0.416025333333333,0.475014,,,,,2.803514,-0.1602008,-0.2160848,0.0484328
2.067708,0.416025333333333,-0.416025333333333,0.462595333333333,,,,,2.836113,-0.2011824,-0.2067708,0.0111768
2.184133,0.417577666666667,-0.417577666666667,0.450176666666667,,,,,,,,
2.305215,0.420682333333333,-0.420682333333333,0.440862666666667,,,,,,,,
2.430954,0.420682333333333,-0.420682333333333,0.422234666666667,,,,,,,,
2.552036,0.41913,-0.41913,0.428444,,,,,,,,
2.673118,0.405159,-0.405159,0.422234666666667,,,,,,,,
2.798857,0.392740333333333,-0.392740333333333,0.409816,,,,,,,,
2.915282,0.366350666666667,-0.366350666666667,0.388083333333333,,,,,,,,
3.036364,0.341513333333333,-0.341513333333333,0.366350666666667,,,,,,,,
3.148132,0.310466666666667,-0.310466666666667,0.363246,,,,,,,,
3.287842,0.285629333333333,-0.285629333333333,0.357036666666667,,,,,,,,
3.380982,0.262344333333333,-0.262344333333333,0.350827333333333,,,,,,,,
3.511378,0.240611666666667,-0.240611666666667,0.344618,,,,,,,,
3.641774,0.226640666666667,-0.226640666666667,0.332199333333333,,,,,,,,
3.77217,0.212669666666667,-0.212669666666667,0.310466666666667,,,,,,,,
3.879281,0.204908,-0.204908,0.291838666666667,,,,,,,,
4.000363,0.192489333333333,-0.192489333333333,0.270106,,,,,,,,
4.112131,0.183175333333333,-0.183175333333333,0.260792,,,,,,,,
4.23787,0.173861333333333,-0.173861333333333,0.23285,,,,,,,,
4.363609,0.127291333333333,-0.127291333333333,0.198698666666667,,,,,,,,
4.438121,0.0760643333333333,-0.0760643333333333,0.133500666666667,,,,,,,,
4.475377,0.018628,-0.018628,0.04657,,,,,,,,
